x,y,label
1.40323,0.473296,0
0.193186,1.29887,0
0.259535,0.0782476,0
0.777933,0.637997,0
-0.92052,-0.0860752,1
-0.0824537,-0.365326,0
0.0518804,-0.260678,0
-0.901964,-0.262901,1
-1.28317,0.227358,0
1.06096,0.675861,0
-0.418818,-1.23879,0
-0.893552,0.136471,1
-0.878829,0.131919,1
-0.805203,1.04677,0
-0.308186,-0.763348,1
0.936979,-0.471483,0
-1.16554,0.211228,0
0.244693,0.644087,1
-0.779342,-0.168686,1
-0.652896,-1.25714,0
1.12984,0.686609,0
-0.595611,0.298119,1
-0.896209,1.17071,0
-1.15528,-1.48849,0
0.0060246,0.249383,0
0.236896,-1.33646,0
-0.557869,-0.00240315,1
-0.850262,1.11788,0
-1.23867,-0.0378467,0
0.574248,-0.714747,1
0.372722,0.988155,0
-0.928989,1.25166,0
0.160676,-0.602304,1
-0.207425,-0.563424,1
0.675333,0.888902,0
0.998812,1.4573,0
0.873853,0.304152,1
-0.482339,0.133786,1
-1.3768,0.734475,0
-0.162133,-1.43993,0
-1.31248,-0.337601,0
0.250265,-0.107388,0
0.357613,-0.0591172,0
0.485112,-0.842622,1
-1.16147,0.289302,0
-0.0459315,-1.4194,0
-0.358554,-1.18162,0
0.0940705,-0.312667,0
0.339456,0.916807,1
-0.600994,1.38631,0
0.106903,0.354872,0
0.542017,0.500195,1
0.0329122,-0.213707,0
-1.33865,-1.43374,0
-0.426116,-0.499017,1
-0.336915,-1.0849,0
0.714505,1.07089,0
1.31614,-0.0229131,0
0.602597,1.06665,0
-0.245127,-0.571762,1
1.31017,0.0470297,0
-0.00823835,-0.964752,1
-1.17553,1.02632,0
0.3424,-0.522526,1
-0.924791,0.166492,1
0.251758,-0.879019,1
1.05422,-1.24721,0
-0.431721,0.541153,1
-0.677639,0.983026,0
0.719603,0.867069,0
-1.14268,-1.07836,0
-0.640579,0.0542315,1
0.744048,1.00959,0
0.613006,1.28579,0
0.716231,-0.581196,1
-0.704756,0.588577,1
-0.921388,-1.22186,0
0.0966686,0.964925,1
-1.19586,0.875674,0
0.934716,-0.053178,1
-1.32807,-0.97623,0
0.622279,0.635334,1
1.19507,0.248058,0
-1.12768,-1.13576,0
0.663397,-0.948646,0
-0.514843,-0.038364,1
-1.42571,-0.753543,0
-0.276331,-0.661091,1
-1.09089,0.684037,0
0.939443,-0.727563,0
0.823258,-0.343339,1
0.0200574,1.068,0
0.749861,0.915351,0
-1.08946,-1.29084,0
1.18021,-0.336497,0
-0.636361,0.674089,1
1.00925,1.08747,0
-0.552009,1.05664,0
-1.3772,-1.35102,0
0.370558,-1.31068,0
-0.526172,0.518268,1
-0.488199,-0.961201,0
-0.655948,-0.127274,1
-0.0738424,0.849001,1
0.75046,-0.129547,1
1.037,-1.15729,0
-0.73394,0.983929,0
-0.366018,1.44354,0
-0.10124,0.875807,1
-0.293079,-0.225139,0
-0.351351,0.657227,1
0.142554,1.33133,0
-0.747329,-1.19831,0
-0.320216,0.350138,0
1.0824,-0.461409,0
0.46136,-0.449404,1
0.351659,1.15442,0
-0.805927,-0.287275,1
1.4798,1.10567,0
0.19392,0.0498828,0
-0.646199,0.0516283,1
1.04454,0.555524,0
-0.629868,-0.895608,0
-0.704374,-0.990722,0
-1.21308,-0.242591,0
-1.1601,-0.984262,0
0.141974,-1.0062,0
-1.30836,-0.547833,0
-0.839043,0.0459156,1
-1.1929,0.755312,0
1.2187,0.730306,0
0.0984811,1.082,0
0.584755,-1.46835,0
-0.31773,1.05286,0
-0.462423,-1.39435,0
0.738539,0.906115,0
-1.01822,0.112021,0
-0.924134,0.657703,0
-0.685349,-0.551355,1
1.03491,-0.0710329,0
0.509263,-0.292881,1
-0.605979,0.376434,1
-1.03543,-0.381,0
-0.872889,0.587385,0
1.33263,1.48653,0
-0.14917,-0.742409,1
-0.171512,1.04181,0
-0.881983,1.35629,0
-0.474403,1.45741,0
1.01583,0.925712,0
-0.546286,-1.47367,0
-0.353601,-0.594572,1
-1.38781,0.0160958,0
-0.290906,0.403669,0
0.363559,-1.13776,0
1.4309,-0.939206,0
-0.164178,-0.0356474,0
0.939188,-1.20231,0
-0.214067,0.385507,0
-0.854533,0.382404,1
1.27099,1.49255,0
-1.40265,-0.793235,0
-0.569079,-0.302622,1
-0.773229,-0.889536,0
1.36366,1.25556,0
-1.35902,-0.483561,0
-0.284554,-0.782956,1
0.386619,0.421142,1
1.05151,0.722608,0
0.12772,0.46076,0
-0.678034,0.279169,1
-0.0323182,-1.09997,0
-0.772367,-0.62492,1
1.27293,-0.80884,0
-0.632268,-0.391938,1
0.491228,-1.14528,0
1.36184,1.09671,0
0.231648,0.522114,1
-1.45002,-0.483166,0
0.886981,-1.26755,0
-0.653058,0.25589,1
-0.730761,1.30193,0
-1.10682,0.892183,0
0.0238461,0.750992,1
-0.567854,0.0434688,1
1.07051,-0.0993657,0
-0.42084,0.108466,0
0.652088,-0.16931,1
1.31663,-0.615163,0
-0.0736092,0.770783,1
0.567363,1.09092,0
1.49043,-0.219425,0
-1.16655,-1.40875,0
0.680631,1.12204,0
-0.837862,-1.02466,0
-1.31338,0.968109,0
-0.565854,-0.294909,1
0.00825058,1.01836,0
0.4525,0.345194,1
-0.972984,0.0395697,1
0.646143,1.41978,0
-0.895781,-1.47137,0
-1.2741,-0.372443,0
0.961634,-1.47857,0
-0.129808,-0.512308,1
-1.34255,-0.149291,0
-0.735754,-0.444346,1
0.616846,0.064653,1
-1.12606,1.38424,0
0.407732,0.797605,1
-1.26236,-1.35882,0
-1.44166,-0.933618,0
-0.256775,1.30748,0
-0.128821,-0.629235,1
0.185806,-1.1642,0
0.328518,0.205296,0
0.875979,1.46006,0
-0.74738,0.0289694,1
1.2266,0.85557,0
-0.0377811,1.33611,0
-1.32829,1.293,0
-1.34848,0.141914,0
1.17132,-0.711837,0
-0.0832545,-0.527013,1
1.35643,0.970937,0
0.627005,0.262881,1
0.961775,-0.323199,0
-0.157344,0.690005,1
-0.426736,-1.3083,0
-1.277,-1.15391,0
1.10904,-0.0833207,0
0.638647,-0.321272,1
-0.723867,-0.458424,1
0.882547,0.375648,1
1.31292,0.539114,0
0.210545,0.330588,0
1.32711,0.864603,0
-1.42788,0.102419,0
0.565015,0.746095,1
-0.860574,1.10153,0
1.36753,-0.789854,0
1.14785,-1.20906,0
-1.33288,-1.11233,0
-1.32678,1.03504,0
-1.32285,-0.685007,0
-1.18873,-0.613734,0
-1.22832,0.50401,0
-1.10002,1.05554,0
0.951573,-1.45901,0
1.18718,-1.41317,0
-0.781063,-1.40283,0
-0.49247,0.0415996,0
0.889935,-0.486055,0
0.61647,-0.937487,0
0.751795,-0.79201,0
-1.06937,-0.943773,0
-0.953811,0.0385886,1
1.03439,-1.26118,0
0.620869,0.463039,1
1.11756,-0.767557,0
-0.14967,1.27748,0
0.47998,-0.333695,1
-1.10576,-0.712545,0
0.243646,0.654504,1
-1.12673,0.298792,0
0.151054,0.0418663,0
0.570369,1.01235,0
-0.531031,1.16704,0
-1.0181,-0.980928,0
-0.699684,-1.14141,0
-0.809042,-1.18076,0
0.965257,-1.08309,0
0.741893,-1.35626,0
1.34556,0.63348,0
-1.47961,0.791569,0
0.0422458,0.838096,1
0.0674904,0.423075,0
0.858995,-0.284676,1
-1.49188,1.04984,0
-0.357329,-0.0118718,0
-1.4767,-0.023724,0
1.45946,-0.665197,0
-0.313745,0.56157,1
0.944381,-0.247825,1
-0.570993,1.31348,0
0.531435,-1.14294,0
-1.29322,-0.0493504,0
-0.83973,-0.738046,0
1.13308,-1.2313,0
0.646092,-0.686573,1
0.780985,0.667234,0
-1.47782,0.0274062,0
-1.08204,1.09868,0
1.11476,-0.244963,0
-0.166813,-0.590151,1
0.649819,-0.424016,1
-0.696623,-0.203307,1
-1.22554,0.73981,0
-1.46221,0.433455,0
-0.951406,-0.802788,0
0.406896,1.47883,0
0.833152,-0.822481,0
-0.971926,1.0987,0
-0.167448,-1.08884,0
1.08663,0.948277,0
1.45172,1.22923,0
1.05537,-1.34228,0
-1.18675,0.20695,0
0.0944377,-0.12611,0
-0.309632,-0.206369,0
0.207894,-1.49377,0
-0.717874,0.0548392,1
0.666648,-0.97753,0
0.140644,0.643379,1
-0.166117,-1.41876,0
-0.152196,-0.610665,1
1.28895,-1.12616,0
0.457428,-1.34184,0
-0.161489,0.161938,0
-0.606135,-0.134773,1
-1.00934,-0.587628,0
0.363319,-0.5946,1
1.19923,0.385221,0
-0.184053,-1.38373,0
-0.001355,0.794329,1
-0.703327,0.920321,0
-0.74458,0.971239,0
-1.24419,1.09855,0
-0.00244064,-0.610387,1
-0.70466,-0.203968,1
1.49715,-0.839018,0
-1.19035,0.255106,0
-0.0343726,0.0725888,0
0.500806,-0.698568,1
1.23199,-0.192984,0
-1.11274,0.726896,0
0.429313,-0.55277,1
0.364556,-0.840414,1
-0.165482,1.19824,0
-1.0994,-0.339911,0
0.963427,1.40847,0
-0.138222,0.0209989,0
0.216516,1.29704,0
1.07462,-0.988197,0
-0.189727,-0.107999,0
0.867288,0.308679,1
0.462661,1.4946,0
-1.27512,-0.830971,0
-0.276312,-0.456653,1
-1.43506,-1.22467,0
0.54286,1.13797,0
0.0426811,0.117573,0
-0.73472,0.803629,0
0.755384,0.265097,1
-0.862007,-1.20895,0
-1.30728,0.278088,0
0.975106,1.07499,0
-0.109134,0.852814,1
1.34064,-0.67449,0
-0.306119,1.29444,0
-0.485307,1.24163,0
1.44313,0.485432,0
0.950671,0.748637,0
0.598603,-0.579207,1
-1.32872,-0.470845,0
0.500808,-1.19241,0
-1.46425,-1.08092,0
0.647208,1.41838,0
1.44919,-0.0180625,0
1.10806,0.710479,0
0.00312072,0.218282,0
-1.08832,1.31298,0
-0.444211,-0.161552,0
0.514981,-0.498293,1
-0.737223,0.393148,1
-1.42505,0.662175,0
0.0420701,0.317261,0
0.39564,0.0811505,0
0.247601,0.551365,1
0.759357,0.682357,0
1.10885,-0.93167,0
-0.296556,1.34339,0
-0.310228,-1.12539,0
0.0763354,-1.17153,0
-0.89144,1.49496,0
0.124088,-0.647825,1
1.48432,1.39968,0
-0.177783,-0.718791,1
1.0152,0.646862,0
0.560824,1.17934,0
0.568251,-0.648606,1
0.58159,-0.582559,1
0.777717,0.359244,1
-1.26777,0.0385061,0
-0.470097,-0.514288,1
0.306769,-0.533026,1
0.830681,-1.28763,0
0.481165,0.927584,0
0.518495,-0.00831242,1
1.35092,-0.600185,0
-1.4425,-0.204032,0
-1.40096,1.36181,0
-0.870246,0.866781,0
0.823716,-0.846813,0
0.36368,-1.35576,0
-0.0492762,-1.45606,0
1.26343,1.42826,0
-0.833152,-0.875682,0
0.761161,-0.739862,0
1.18523,0.221787,0
-0.447667,0.998081,0
-0.0197799,1.2349,0
1.28404,-1.00374,0
-1.49303,1.45179,0
1.21841,-1.33366,0
0.999103,-0.126585,0
-0.723115,1.13624,0
-0.909998,1.3419,0
-0.883136,0.34105,1
-0.830741,0.137006,1
0.551925,-0.929316,0
0.0626574,-0.0928208,0
-1.28689,0.954923,0
-0.492953,0.223747,1
0.0443527,0.0397815,0
-1.17833,-0.229554,0
-0.1429,0.700929,1
1.02006,0.134947,0
-1.23965,-0.789452,0
-1.0052,-1.12615,0
-0.402302,-0.81182,1
-0.845091,-1.33592,0
-1.44699,-1.1917,0
-0.983408,-0.207049,0
0.0315608,-1.07822,0
-0.22565,-0.474753,1
-0.949729,-1.47948,0
-0.0989464,0.556955,1
-0.821168,-1.10458,0
1.16113,-0.674926,0
-0.829162,1.07129,0
0.951321,-0.154961,1
-0.0322834,-0.846754,1
-1.26509,0.220295,0
-1.20497,-0.152176,0
1.32149,1.3585,0
-0.782003,0.37234,1
-0.0777712,1.12706,0
-0.685707,-1.48889,0
-1.01232,-0.451432,0
-0.552837,0.874089,0
0.541682,-0.601331,1
-0.126769,-1.21332,0
1.19444,1.30627,0
1.43941,1.10566,0
-0.978117,-1.36141,0
0.23879,1.23782,0
-0.967946,-1.47887,0
0.916488,-1.26961,0
-0.258882,0.536662,1
-0.789607,-1.24811,0
0.810064,0.390525,1
1.46547,-0.467076,0
-1.31471,0.70305,0
0.0652003,-0.860388,1
0.845187,-0.888734,0
-0.718015,-1.22241,0
-0.301703,-0.243212,0
0.0436854,0.626893,1
1.2183,-1.0868,0
-1.33696,-1.44441,0
-1.06914,0.473848,0
0.682431,0.859517,0
-0.768875,-0.582316,1
-0.0505961,-1.31045,0
0.333425,1.45121,0
-0.417581,0.758542,1
0.000101766,-1.11656,0
0.246712,-0.600377,1
-1.39679,0.404789,0
1.0768,-0.465691,0
-0.329113,1.17307,0
0.940826,0.644858,0
-0.753609,1.23065,0
-1.03675,0.380312,0
-1.4136,0.431159,0
-0.668567,-0.150969,1
-0.464206,-0.98173,0
0.365942,1.14593,0
1.37725,-0.922961,0
0.652118,0.493018,1
-0.469867,-1.4427,0
0.569374,1.33648,0
0.39636,-0.194122,0
0.0754617,-0.901114,1
0.751633,0.739259,0
-1.06345,1.13394,0
-0.692431,1.44677,0
-0.351291,-0.966348,0
-0.44484,-0.179459,0
-1.29208,0.234655,0
0.292897,0.716791,1
-1.41249,0.123715,0
-1.34128,0.603433,0
-1.33282,1.23518,0
0.606248,0.0221693,1
-0.175488,-1.10798,0
-0.627002,1.10688,0
1.21336,-1.49776,0
0.282409,0.657902,1
0.356241,-1.25496,0
-0.846825,-0.748979,0
0.995174,-0.110402,0
-0.0395154,1.30468,0
0.411258,1.196,0
-0.130473,-1.05169,0
1.28981,-0.123885,0
-0.955106,-0.592813,0
-1.34759,-0.0950982,0
1.05938,1.30074,0
1.29781,-1.12431,0
-0.353838,-1.41531,0
1.0655,-0.423733,0
0.393351,0.644695,1
-0.210466,-0.580673,1
1.38664,1.39346,0
-0.631691,-0.0611247,1
1.41853,-1.48539,0
-0.261965,-1.19863,0
0.0274739,-1.42599,0
-0.279305,-0.837903,1
0.0999251,1.48798,0
0.901608,1.03693,0
0.405795,-1.37532,0
-0.879607,1.27519,0
-0.401661,-1.18909,0
0.607216,-0.601627,1
-0.693429,1.49393,0
1.07442,-0.276187,0
1.44078,0.45034,0
0.726067,-1.40546,0
-1.13518,0.399255,0
1.19707,0.371231,0
-1.09793,-1.15272,0
1.03256,-1.08209,0
0.0606959,-1.38866,0
-1.25799,0.517045,0
0.567544,-0.475592,1
-0.853171,0.941131,0
-0.84869,0.126081,1
1.40463,-1.05644,0
1.32263,-0.951321,0
0.20233,-0.368977,0
1.39479,-0.679374,0
-0.301026,1.44858,0
0.109411,0.00789035,0
-0.726665,0.604091,1
-1.45688,-1.35146,0
0.298076,-0.474976,1
1.35995,1.20957,0
0.641119,0.954437,0
0.501996,-1.12325,0
0.79663,-0.869424,0
-0.529671,0.957703,0
0.109577,1.07982,0
-0.860894,0.323335,1
-1.24863,0.429183,0
0.787602,0.254793,1
-0.701305,-1.40597,0
-1.14165,0.366909,0
1.30326,-0.880397,0
0.705078,1.09935,0
0.0626465,0.507797,1
0.945046,-0.717975,0
-0.609313,-1.49812,0
1.38928,1.25263,0
0.793705,-1.26277,0
-0.157491,-1.19432,0
-1.45224,0.348549,0
1.38249,1.2086,0
0.590264,-1.21008,0
-0.677508,-0.53983,1
0.78945,0.906748,0
-0.344682,-0.246348,0
-1.36647,-0.63259,0
-0.146144,-1.14905,0
-0.140198,1.05953,0
0.243963,-1.26321,0
-0.924986,-0.0763669,1
-0.415539,-0.423819,1
0.0878024,0.253188,0
0.890585,-0.4771,0
0.916399,-0.484166,0
-1.3337,0.162563,0
0.263707,1.30362,0
0.678184,1.25332,0
1.22504,0.313722,0
0.0832862,0.172323,0
1.43499,0.819503,0
-1.1812,0.835285,0
-0.988386,-0.157948,0
-0.868621,0.568749,0
1.13193,-0.628914,0
-1.25397,-0.604521,0
0.517086,-0.51372,1
-0.665663,-0.946694,0
-0.00745073,-0.672154,1
0.693031,-1.27013,0
0.492099,-0.78732,1
-0.0321622,-0.64173,1
0.668306,1.33592,0
1.25123,0.250279,0
-0.112169,0.954902,1
0.549979,-0.949308,0
0.962758,-0.213347,1
-0.933043,-0.654608,0
-0.697419,0.0576209,1
-0.79689,-1.1293,0
-1.12893,0.249829,0
0.704278,-0.535401,1
-1.39605,-1.11833,0
1.24408,-0.019369,0
-0.139282,-1.38585,0
0.685911,0.0842043,1
-0.893757,-1.16978,0
-0.349836,1.01149,0
1.09588,0.308539,0
0.682609,-1.15453,0
0.264378,0.500897,1
-0.897861,1.14046,0
-0.91501,-0.559568,0
0.361671,0.41505,1
0.598154,-1.16396,0
1.04839,0.0985414,0
-0.0860346,1.44329,0
0.721135,-1.14598,0
0.769618,-1.21425,0
-1.41759,-0.289122,0
1.48073,-0.975348,0
0.517933,-0.979812,0
0.674361,0.016061,1
0.539915,-0.89138,0
0.736885,1.48686,0
0.496951,-0.01956,0
1.26952,-1.45244,0
0.689771,1.16624,0
-1.31498,-0.149807,0
-0.885842,0.199554,1
0.448629,-0.59213,1
-0.120055,-0.661982,1
-0.391827,-1.02138,0
1.15668,-1.46997,0
1.14723,0.215037,0
-0.505026,0.669171,1
0.0232565,-0.00267401,0
-1.16957,-0.331452,0
-0.776807,-1.45291,0
-0.419701,-1.23053,0
-0.72951,-1.22245,0
-1.19718,-0.902966,0
1.49955,-1.49345,0
0.416018,-1.07627,0
1.26188,-1.2191,0
1.36519,0.332779,0
-1.4962,1.18202,0
0.0651354,-0.711991,1
0.801838,1.28,0
-0.0489275,-0.55334,1
0.866835,0.545356,0
1.16626,0.577542,0
-0.769415,1.29498,0
-1.18549,-0.696172,0
0.0605838,0.197226,0
-1.45407,0.841718,0
-0.415178,-0.280744,1
0.928109,-0.36215,1
-1.35833,-0.970681,0
1.36771,-1.28878,0
-0.435206,0.00953751,0
-0.0201575,-1.48812,0
0.0034882,-0.348683,0
1.41624,-1.02252,0
-0.437537,-0.241556,0
-0.327919,0.497492,1
-0.853461,-0.836785,0
0.687633,0.000871545,1
-0.254533,-0.992391,0
-0.937418,-1.46835,0
-1.22572,0.170516,0
1.17562,-0.638506,0
-0.516758,-1.15318,0
-0.334107,-1.38833,0
1.2528,0.519334,0
1.47225,1.14847,0
-0.0810282,0.0590551,0
-0.928272,-0.113882,1
1.20908,-1.34744,0
1.09067,-0.477157,0
1.19854,1.32264,0
0.512595,0.493271,1
-0.141737,1.00662,0
1.38484,0.825245,0
0.36581,0.320379,0
1.04841,0.123611,0
0.91158,0.0266558,1
-1.31267,-0.348159,0
-0.166677,-1.07515,0
-1.19251,0.106395,0
-1.24457,-0.591164,0
0.733791,1.3933,0
0.653612,1.47788,0
0.595014,-0.618617,1
0.516158,0.60647,1
-0.384819,-1.44686,0
0.609599,-1.4349,0
0.393564,-1.00915,0
0.196811,0.0117391,0
-1.45946,-0.411403,0
0.303273,1.04582,0
1.16593,-0.0484501,0
0.685267,-0.550636,1
-0.473441,-0.916609,0
0.185844,-0.556308,1
-1.24689,0.555018,0
0.62326,-0.420023,1
-1.26983,-0.221107,0
-0.172994,0.506013,1
-0.553751,0.547798,1
1.11447,-0.787542,0
1.43676,-0.340896,0
-0.698224,-0.235466,1
-1.21681,-1.12288,0
-0.256698,0.787334,1
1.20094,0.494454,0
-1.18434,0.516059,0
0.406284,0.917292,0
0.975746,1.10461,0
-0.257605,0.593593,1
-0.695249,1.49801,0
-0.973997,-1.46966,0
-1.05357,0.827617,0
-0.159649,-0.157499,0
1.36507,1.2589,0
-0.566416,-0.872826,0
1.04545,1.21806,0
0.124791,0.388271,0
-0.729257,0.902408,0
0.396367,0.0105405,0
-1.31967,1.2478,0
0.346354,-0.921927,1
0.319158,0.53239,1
0.077311,0.654305,1
0.244362,1.34331,0
-1.33891,-1.18126,0
-0.978985,0.570513,0
0.436788,1.17618,0
0.698632,0.0250665,1
1.4755,-0.701676,0
0.999575,-0.219629,0
0.446205,0.681805,1
0.401262,-1.07848,0
-0.171147,0.184315,0
1.04713,-0.169063,0
1.25624,-0.178877,0
0.14634,0.888857,1
0.249203,1.38065,0
0.481007,0.0681284,0
-1.42922,-0.258801,0
-0.602255,0.744317,1
-0.875167,-0.88434,0
-0.931443,-1.12315,0
-0.566979,1.15777,0
0.824785,0.705754,0
0.89201,-0.691746,0
1.16233,-1.08809,0
-0.490963,0.260244,1
-1.19128,0.690391,0
-0.338262,0.853217,1
-0.0213111,-0.957376,1
0.704285,-0.743568,0
-0.0275691,-1.2734,0
0.3536,0.497573,1
-0.363977,1.36327,0
1.12251,0.623823,0
0.640956,-0.742795,1
0.470446,-0.905381,0
-1.06799,1.4984,0
0.367128,-0.207036,0
-0.635506,0.311761,1
-1.35122,-1.21596,0
-1.40143,-0.0024905,0
0.30182,-1.31256,0
0.663673,-0.808815,0
0.555604,1.44569,0
0.573318,1.14958,0
1.3446,-0.0397469,0
0.606975,1.05591,0
-0.430173,-0.715808,1
1.3398,0.678911,0
-0.840954,-0.15275,1
0.889355,0.141189,1
0.449856,0.761305,1
0.366028,0.120238,0
0.748843,0.682689,0
0.389617,-0.420632,1
-0.282564,1.41132,0
-1.16284,-0.694485,0
-0.0227947,1.01019,0
-1.00897,-0.669136,0
-1.30261,0.617956,0
-0.785372,-0.333976,1
-0.168896,1.17394,0
-0.266009,-1.06432,0
0.0729448,1.38887,0
0.323057,1.45016,0
1.02332,-1.3921,0
0.475199,-0.639699,1
0.178851,-0.661964,1
-0.453389,1.26951,0
-0.88007,1.12233,0
-1.40863,-1.22737,0
1.06403,0.391668,0
0.741708,-0.871747,0
0.11125,0.711658,1
0.381942,-0.0849037,0
1.37935,0.528472,0
1.22325,0.689312,0
0.706391,-1.25995,0
-0.421606,1.07511,0
-0.802188,-1.15348,0
-0.521682,-0.838686,1
1.27586,1.1039,0
-0.000950322,-1.31597,0
0.643687,0.370235,1
1.41166,0.17686,0
-0.490819,0.0570651,0
1.43779,0.589087,0
0.515928,-0.777955,1
0.730808,0.750815,0
-0.548133,-0.0488585,1
-0.61619,-0.723885,1
-1.42231,-0.644365,0
0.16191,-1.4952,0
-0.650343,1.14423,0
0.280946,0.323588,0
-0.289907,0.529416,1
-0.930202,0.95624,0
-1.14993,0.468004,0
-0.476552,0.742539,1
0.149294,-0.142941,0
-0.991733,0.410464,0
1.42431,0.97681,0
-1.31998,-0.371312,0
1.27675,0.00913122,0
0.486335,1.2378,0
1.12138,0.00546112,0
-0.187061,-0.480922,1
0.657058,-0.63904,1
-0.750337,-0.43125,1
-0.968355,0.585359,0
0.348722,-0.0513644,0
-0.329023,1.22719,0
-1.41263,0.807323,0
1.20573,-0.160936,0
0.152071,1.33339,0
-0.863167,0.0604045,1
-0.0758366,-0.724822,1
0.95578,1.1988,0
0.845798,-0.913923,0
-1.23975,0.316333,0
-1.32872,0.518478,0
0.0912727,0.488357,0
0.270512,-0.231892,0
-0.897368,-0.582894,0
0.0735017,0.455604,0
0.838449,0.801512,0
1.41807,-0.642476,0
-1.28667,-0.463029,0
0.729883,-0.185665,1
0.953365,0.147979,1
1.28938,1.34359,0
-1.29209,-0.13076,0
0.329067,-0.732382,1
-0.27877,0.533045,1
-0.819797,0.305944,1
0.592343,-1.22851,0
-0.00741205,-0.71076,1
0.673159,-0.931333,0
1.17671,-0.207176,0
-0.905991,-0.185935,1
-0.273769,-0.213243,0
0.256684,0.0635212,0
-1.05067,-1.30326,0
0.688246,0.179152,1
-0.422998,0.925073,0
-0.335825,0.887895,1
-0.582732,-1.28146,0
1.29792,-0.316347,0
0.878078,-0.662568,0
0.439095,1.11993,0
-1.37507,0.991907,0
0.213999,0.322415,0
0.069474,1.12343,0
-1.3697,-0.716915,0
1.12729,0.757037,0
-1.44706,0.0510189,0
0.0887181,-0.297354,0
-0.60782,0.545175,1
-0.876629,0.896846,0
0.909111,-0.254216,1
-0.649356,-0.648365,1
-0.053126,0.658738,1
-0.423394,0.33013,1
-0.352547,-0.58643,1
-1.42542,-1.48826,0
-0.818377,-0.280781,1
1.05378,0.895453,0
-0.698504,-0.766379,0
-0.818034,-0.482288,1
-0.00540384,-0.183997,0
-0.84518,-1.10865,0
-1.46227,-1.03811,0
0.616069,-0.769084,1
-0.0941946,0.273903,0
1.16052,1.16657,0
0.737201,-1.39453,0
0.225211,0.85975,1
-1.44814,0.149054,0
1.07329,-0.0776938,0
-1.48768,-1.46696,0
-0.250092,-1.03497,0
0.493352,0.626398,1
-0.966361,1.1656,0
-0.174276,-1.07146,0
0.792755,0.869923,0
0.417886,1.0604,0
0.712119,1.14662,0
-0.198336,0.742791,1
1.49925,0.674794,0
-1.15745,0.0549562,0
0.262043,-0.977368,0
1.38867,-0.973261,0
-0.967326,1.2455,0
-0.104384,-1.31044,0
0.294562,0.305479,0
-1.3065,1.41757,0
0.13209,0.179387,0
0.0603462,0.332195,0
-0.707101,-0.638276,1
0.0340173,0.920058,1
-1.35041,0.310213,0
0.920334,-1.02925,0
-1.45493,-0.56186,0
0.264431,-1.08515,0
-0.221633,0.156964,0
0.296649,-0.676765,1
-0.299911,0.835018,1
1.32364,1.08564,0
0.19285,-0.269122,0
-0.50113,-1.12513,0
-1.18035,0.565073,0
-0.720617,-0.736015,0
1.49459,-0.936222,0
-1.05582,-1.20394,0
0.239416,0.383591,0
-0.404316,0.10624,0
0.865199,0.954313,0
1.37374,0.972804,0
0.194524,-0.961029,1
-1.20071,-1.33646,0
0.499577,0.922609,0
0.0260519,-1.33586,0
0.106412,1.30725,0
0.29284,0.928282,1
0.900458,1.29639,0
0.810686,0.743102,0
-0.797692,-1.32022,0
0.0527984,-1.1267,0
1.38659,-0.630226,0
1.05883,-0.337126,0
-0.530417,1.30548,0
-0.410032,-0.329136,1
-1.18172,0.51134,0
-0.633482,0.256812,1
0.274055,0.657599,1
0.735724,0.0433573,1
-0.507024,1.01235,0
-0.570403,0.0225273,1
-0.296242,1.06524,0
-0.204244,-0.341702,0
0.569471,0.307323,1
-1.17826,0.0245064,0
0.706435,1.47622,0
0.38744,-0.389121,1
-0.821545,1.11849,0
0.943696,-0.798232,0
-0.898104,0.64541,0
-0.555144,-0.580804,1
-1.04313,-0.708073,0
-0.217477,0.698515,1
-0.491076,-0.514187,1
-0.64526,-0.065149,1
-0.95809,-0.0431078,1
0.612527,-1.41063,0
-1.47066,-1.27463,0
0.10698,1.06337,0
-1.48535,1.30998,0
-1.18116,1.02595,0
-0.0514357,0.478072,0
0.0320489,-0.0688553,0
1.0047,0.767659,0
-0.0497933,-1.16509,0
-1.15379,0.904618,0
0.0881719,-0.0552326,0
0.541701,1.07652,0
0.386619,0.788544,1
0.795812,-0.431216,1
-0.67775,0.903492,0
-0.368464,1.21001,0
-1.29093,-1.32535,0
1.28101,0.445365,0
-0.361202,0.765181,1
0.51698,0.0936031,1
-1.20338,0.936539,0
1.09807,-0.983494,0
1.05153,1.13354,0
0.148286,0.468537,0
-0.353288,-0.654625,1
0.665949,1.08563,0
0.462233,0.0347718,0
-1.02323,-1.33962,0
-0.162925,-1.35195,0
0.208004,-0.351812,0
0.771567,-0.583055,1
0.278948,0.113051,0
-1.48586,-1.28283,0
-0.628895,1.14671,0
-1.05896,0.632683,0
1.4201,0.871703,0
-0.771164,1.2251,0
-1.22068,-0.0955742,0
1.16263,0.423797,0
-0.259066,-0.621561,1
-0.374702,0.0268253,0
-0.542868,1.4069,0
1.29923,1.11201,0
-0.23451,0.573905,1
1.20849,1.05129,0
-0.257019,-1.16284,0
-1.27311,0.231192,0
0.427884,1.04953,0
-0.622455,-0.997589,0
-0.362982,-0.439275,1
-1.10259,0.516848,0
0.0260758,0.663368,1
-0.441927,-0.522893,1
-0.0822724,1.13222,0
-1.37916,0.914498,0
-0.393037,1.06386,0
0.906609,-0.453716,0
0.58163,-1.0211,0
1.18884,-0.286527,0
-0.133123,0.617277,1
0.962521,-0.790972,0
